IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
183.94.30.165,45474,TRUE,NRT,JP,Asia Pacific,Tokyo,4837,CHINA UNICOM China169 Backbone,223,33.60
183.94.30.165,45612,TRUE,NRT,JP,Asia Pacific,Tokyo,4837,CHINA UNICOM China169 Backbone,349,23.36
183.94.30.165,47725,TRUE,NRT,JP,Asia Pacific,Tokyo,4837,CHINA UNICOM China169 Backbone,283,33.03
183.94.30.165,46340,TRUE,NRT,JP,Asia Pacific,Tokyo,4837,CHINA UNICOM China169 Backbone,269,29.40
183.94.30.165,57615,TRUE,NRT,JP,Asia Pacific,Tokyo,4837,CHINA UNICOM China169 Backbone,288,15.08
14.119.112.77,26207,TRUE,NRT,JP,Asia Pacific,Tokyo,4134,Chinanet,445,21.51
